name,version,licenseType,sourceLink,description,tags
jQuery BBQ,1.2.1,MIT,https://github.com/cowboy/jquery-bbq,Query BBQ enables simple  yet powerful bookmarkable #hash history via a cross-browser window.onhashchange event. In addition  jQuery BBQ provides a full jQuery.deparam() method  along with both fragment and query string parse and merge utility methods. ,jquery
jquery.bgiframe,2.1.2,MIT,https://github.com/brandonaaron/bgiframe/archive/2.1.2.zip,Plugin has been rewritten to remove the use of CSS Expressions and to lift the restriction to IE6 only,"jquery,js"
JQuery-flot,0.7,MIT,https://github.com/flot/flot/tree/v0.7.0 ,flot is a JavaScript plotting library for engineering and scientific applications derived from Flot,js
jQuery-Hammer.js,2,MIT,https://github.com/hammerjs/jquery.hammer.js,jQuery plugin for Hammer.js,jquery
jquery-i18n-properties,1.1.0,MIT,https://github.com/jquery-i18n-properties/jquery-i18n-properties,jQuery.i18n.properties is a lightweight jQuery plugin for providing internationalization to javascript from  .properties  files  just like in Java Resource Bundles. It loads and parses resource bundles (.properties) based on provided language and country codes (ISO-639 and ISO-3166) or language reported by browser.,jquery
JQuery-jsonview,1.2.3,MIT,https://github.com/yesmeck/jquery-jsonview/releases,Formats & syntax highlights JSON ,"jquery,json"
jQuery-ui Context Menu,1.6.5,MIT,https://github.com/mar10/fancytree/blob/master/lib/jquery-ui-contextmenu/jquery.ui-contextmenu.js,jquery.contextmenu is a menu javascript library used by FancyTree. FancyTree has been approved for our use.,"js,jquery"
JSBadgeView,1.4.1,MIT,Project managed under GitHub: https://github.com/JaviSoto/JSBadgeView/releases ,Customizable UIKit badge view ,"ios,graphics,ui"
js-csp,0.4.1,MIT,https://github.com/ubolonton/js-csp,Communicating sequential processes for Javascript (like Clojurescript core.async  or Go). ,"js,communication"
JSignature,2,MIT,http://willowsystems.github.io/jSignature/#/about/,Allows for a capture of a signature to be saved by an application,ui
JSON,20160212,JSON,http://central.maven.org/maven2/org/json/json/20160212,yes No Evil clause in license  however  previous versions have been approved. JSON file is not exposed to customers.,json
JSON2,03/05/15,Public Domain,https://github.com/douglascrockford/JSON-js/blob/master/json2.js,This file creates a JSON property in the global object  if there isn't already one  setting its value to an object containing a stringify method and a parse method. The parse method uses the eval method to do the parsing  guarding it with several regular expressions to defend against accidental code execution hazards.,json
json-editor,0.7.23,MIT,https://github.com/jdorn/json-editor/,JSON Editor takes a JSON Schema and uses it to generate an HTML form.,json
json-java,20160212,json,https://github.com/stleary/JSON-java/releases,It provides parsing and serialization for the JavaScript Object Notation ,"java,json"
jsr-305,2.0.0,Apache v2,http://mvnrepository.com/artifact/com.google.code.findbugs/jsr305/2.0.0,JSR will work to develop standard annotations (such as @NonNull) that can be applied to Java programs to assist tools that detect software defects,"java,json"
jsr305,3.0.0,Apache v2,http://central.maven.org/maven2/com/google/code/findbugs/jsr305/3.0.0/jsr305-3.0.0.jar,JSR will work to develop standard annotations (such as @NonNull) that can be applied to Java programs to assist tools that detect software defects,"java,json"
jsrsasign,4.8.3,MIT,https://github.com/kjur/jsrsasign,The 'jsrsasign' (RSA-Sign JavaScript Library) is an opensource free cryptography library supporting RSA/RSAPSS/ECDSA/DSA signing/validation  ASN.1  PKCS#1/5/8 private/public key  X.509 certificate  CRL CMS SignedData  TimeStamp  CAdES JSON Web Signature/Token in pure JavaScript. ,"java,crypto,security"
jsZip,1,MIT,https://github.com/Stuk/jszip/releases/tag/v1.0.0,JSZip is a javascript library for creating  reading and editing .zip files  with a lovely and simple API. ,"js,archieve"
Jul to SLF4J,1.7.12,MIT,http://mvnrepository.com/artifact/org.slf4j/jul-to-slf4j/1.7.12,JUL to SLF4J bridge ,logging
JUnit,4.12,EPL,http://search.maven.org/#search|gav|1|g:%22junit%22%20AND%20a:%22junit%22,junit is a unit testing framework for the Java programming language,"java,unittest"
junit-benchmarks,0.7.0,Apache v2,http://central.maven.org/maven2/com/carrotsearch/junit-benchmarks/0.7.0/junit-benchmarks-0.7.0.jar,A framework for writing performance micro-benchmarks using JUnit4 annotations. ,"java,unittest"
jupyter_kernel_gateway,0.4.0,BSD,https://github.com/jupyter/kernel_gateway/releases/tag/0.4.0,A web server that supports different mechanisms for spawning and communicating with Jupyter kernels.,machine-learning
Jython,2.7.0,Python,http://www.jython.org/downloads.html,Dynamic compilation to Java bytecodes - leads to highest possible performance without sacrificing interactivity. ,java
kafka,0.9.0,Apache v2,http://www.us.apache.org/dist/kafka/0.9.0.0/kafka-0.9.0.0-src.tgz,Kafka is a distributed  partitioned  replicated commit log service. It provides the functionality of a messaging system  but with a unique design. ,"messaging,logging,bigdata"
kafka-clients,0.9.0.1,Apache v2,https://repo1.maven.org/maven2/org/apache/kafka/kafka-clients/0.9.0.1/kafka-clients-0.9.0.1-test.jar,Apache Kafka java client  Kafka is a distributed  partitioned  replicated commit log service. It provides the functionality of a messaging system  but with a unique design. ,"messaging,logging,client,bigdata,java"
Keras,2.2.5,MIT,https://keras.io/,"Keras is an open-source neural-network library written in Python. It is capable of running on top of TensorFlow, Microsoft Cognitive Toolkit, Theano, or PlaidML. Designed to enable fast experimentation with deep neural networks, it focuses on being user-friendly, modular, and extensible. ","machine-learning,data-science,neural-networks,python,deep-learning"
Kerberos,1.1,Apache v2,https://pypi.python.org/pypi/pykerberos,This python library package is needed to implement the Kerberos based authentication .,"security,bigdata"
KeyBox,2.83.02,Apache v2,https://github.com/skavanagh/KeyBox,KeyBox is a web-based SSH console that centrally manages administrative access to systems.,security
knox,0.6.0,Apache v2,http://www.apache.org/dyn/closer.cgi/knox/0.6.0/knox-0.6.0.zip,The Apache Knox Gateway is a REST API Gateway for interacting with Hadoop clusters. ,"security,bigdata"
koa-compress,1.0.8,MIT,https://github.com/koajs/compress,Compress middleware for Koa ,"compression, zip"
koa-generic-session,1.8.0,MIT,https://github.com/koajs/generic-session,Generic session middleware for koa  easy use with custom stores such as redis or mongo  supports defer session getter. ,middleware
koa-logger,1.2.2,MIT,https://github.com/koajs/logger/tree/1.2.2,Development style logging middleware ,"middleware,logging"
koa-passport,1.1.6,MIT,https://github.com/rkusa/koa-passport/tree/v1.1.6,Passport middleware for Koa ,middleware
koa-redis,1.0.0,MIT,https://github.com/koajs/koa-redis,koa session with redis ,"middleware,redis"
koa-route,2.4.1,MIT,https://github.com/koajs/route,Simple route middleware ,middleware
koa-static,1.4.9,MIT,https://github.com/koajs/static,Static file server middleware ,middleware
kotlinx-coroutines-core,1.2.0,Apache v2,http://central.maven.org/maven2/org/jetbrains/kotlinx/kotlinx-coroutines-core-native/1.2.0/,Library support for Kotlin coroutines with multiplatform support. This is a companion version for Kotlin 1.3.50 release.,"kotlin,js,coroutine"
Krb5,1.11.3,MIT,http://web.mit.edu/kerberos/,This is a network authentication protocol.  It is designed to provide strong auth for client/server apps by using secret-key cryptography.,"networking, security"
Kryo-shaded,3.0.3,BSD,https://github.com/EsotericSoftware/kryo,The use of the open source package is to support different formats of files stored on HDFS during import/export data (Fast Data Movement).,"hdfs,bigdata"
LAPACK,3.6.0,BSD,http://www.netlib.org/lapack/,LAPACK is written in Fortran 90 and provides routines for solving systems of simultaneous linear equations  least-squares solutions of linear systems of equations  eigenvalue problems  and singular value problems.,"networking, security"
LDAPjs,1.0.0,MIT,https://github.com/mcavage/node-ldapjs,Ldap Client & Server API for node.js,"networking, security"
Leaflet Interactive Maps,0.6.4,Apache v2,https://github.com/jdfergason/Leaflet.Ellipse,Leaflet is the leading open-source JavaScript library for mobile-friendly interactive maps.  Leaflet (http://leafletjs.com/) is licensed under BSD license.,"js,maps"
libbson,1.0.2,mit,https://github.com/mongodb/libbson/releases/tag/1.0.2 ,libbson is a library providing useful routines related to building  parsing  and iterating BSON documents. It is a useful base for those wanting to write high-performance C extensions to higher level languages such as python  ruby  or perl. ,bson
libgcc,4.8.4,GCC Runtime Library Exception,http://gcc.parentingamerica.com/releases/gcc-4.8.4/gcc-4.8.4.tar.bz2,Libgcc is used in the runtime when building our project,libgcc
libgfortran,4.8.4,GCC Runtime Library Exception,http://gcc.parentingamerica.com/releases/gcc-4.8.4/gcc-4.8.4.tar.bz2,Libgfortran is used in the runtime when building our project.,libgcc
libgomp,4.8.4,GCC Runtime Library Exception,http://gcc.parentingamerica.com/releases/gcc-4.8.4/gcc-4.8.4.tar.bz2,Libgomp is used in the runtime when building our project,libgcc
libpcap_1.0.0_fiberblaze,1.0.0,BSD, http://www.tcpdump.org/  this version of libpcap has been modified by Fiberblaze http://www.fiberblaze.com/ for use with their FPGA product.  Access to the Fiberblaze modifications are only available to purchasers of Fiberblaze products and are not made available to the general public.,This version of libpcap has been modified by Fiberblaze to allow it to function with a Fiberblaze hardware product.  These modifications are not made available to the general public but the source code is distributed along with a Fiberblaze driver and utility bundle.,package-manager
libpgm,1.3,BSD,https://pypi.python.org/pypi/libpgm,A library for creating and using probabilistic graphical models. This library provides tools for modeling large systems with Bayesian networks. Using these tools allows for efficient statistical analysis on large data sets. libpgm was developed at CyberPoint Labs during the Summer of 2012 by Charles Cabot working under the direction of James Ulrich and Mark Raugas,graph-library
libpgm,5.2.122,LGPL v3,https://code.google.com/p/openpgm/downloads/list,Implementation of the PGM reliable multicast protocol,package-manager
libquadmath,4.8.4,LGPL v2.1,http://gcc.parentingamerica.com/releases/gcc-4.8.4/gcc-4.8.4.tar.bz2,Libquadmath is used in the runtime when building our project.,package-manager
libreswan,3.13,GPL v2,https://apps.fedoraproject.org/packages/libreswan,Supports secure VPN connection between System z and Netezza PDA appliances.,"networking, security"
Libstdc++,4.8.4,GPL w / runtime exception,http://gcc.parentingamerica.com/releases/gcc-4.8.4/gcc-4.8.4.tar.gz,Libstdc++-v3 is used in the runtime when building our project,package-building
LibYuv,634,Apache v2,https://code.google.com/p/libyuv/,libyuv is an open source project that includes YUV scaling and conversion functionality. ,scaling
libzmq3-dev,4.0.4,GPL v3,https://launchpad.net/ubuntu/trusty/+package/libzmq3-dev,I do not see any concerns  however this is licensed under GPL3  therefore legal should review is required.,js
Lightbox JS,2.8.1,MIT,https://github.com/lokesh/lightbox2/tree/v2.8.1,The original lightbox script.,js
LiquiBase-Core,3.3.2,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.liquibase/liquibase-core/3.3.2,Source control for your database,sourcecontrol
Littleproxy,1.1.0-beta1.1-snapshot,Apache v2,https://github.com/adamfisk/LittleProxy,Littleproxy is a high performance HTTP proxy written in java atop Netty listed separately in open source list,"http,client"
lodash,2.4.1,MIT,https://github.com/lodash/lodash,A JavaScript utility library delivering consistency  modularity  performance  & extras.,"js,performance"
lodash,3.9.3,MIT,https://lodash.com/,A JavaScript utility library delivering consistency  modularity  performance  & extras,"js,performance"
Log4j,2.4.1,Apache v2,http://archive.apache.org/dist/logging/log4j/2.4.1/,Apache Log4j is a Java-based logging utility. It is part of the Apache Logging Services project of the Apache Software Foundation. Log4j is one of several Java logging frameworks,"java,logging"
log4jwebtracker,1.0.1,LGPL v3,https://github.com/mrsarm/log4jwebtracker/tree/log4jwebtracker-1.0.1,Java web tool to setup at runtime the log level of Log4j appenders in an application  and read the log at runtime,"java,logging"
logback,1.1.1-3,EPL,https://github.com/tony19/logback-android,logback-android brings the power of logback to Android. This library provides a highly configurable logging framework for Android apps  supporting multiple log destinations simultaneously: ,"logging,android"
logutils,0dc08b1,MPL v2.0,https://github.com/hashicorp/logutils/archive/0dc08b1671f34c4250ce212759ebd880f743d883.tar.gz,logutils is a Go package that augments the standard library log package to make logging a bit more modern  without fragmenting the Go ecosystem with new logging packages.,logging
long.js,3.0.1,Apache v2,https://github.com/dcodeIO/long.js/,A Long class for representing a 64 bit two's-complement integer value derived from the Closure Library for stand-alone use and extended with unsigned support.,long
loopback-connector-fabric,1,Apache v2,https://github.com/hyperledger/fabric/tree/v1.0.0-beta,The fabric is an implementation of blockchain technology  leveraging familiar and proven technologies. It is a modular architecture allowing pluggable implementations of various function. It features powerful container technology to host any mainstream language for smart contracts development.,blockchain
LRu-cache,2.6.5,MIT-equivalent,https://github.com/isaacs/node-lru-cache/releases,A cache object that deletes the least-recently-used items. ,js
LuaJIT,2.0.4,MIT,http://luajit.org/download/LuaJIT-2.0.4.tar.gz,LuaJIT is a Just-In-Time Compiler (JIT) for the Lua programming language. ,compiler
Lua Nginx Module,0.9.16,BSD,https://github.com/openresty/lua-nginx-module/archive/v0.9.16.tar.gz ,Allow the integration of the powerful Lua threads (Lua coroutines) into the Nginx event model. ,nginx
lua-resty-string,0.0.9,BSD,https://github.com/openresty/lua-resty-string/archive/v0.09.tar.gz,String utilities and common hash functions for ngx_lua and LuaJIT,nginx
luasec,0.6,MIT,https://github.com/brunoos/luasec/archive/luasec-0.6.tar.gz ,LuaSec depends on OpenSSL  and integrates with LuaSocket to make it easy to add secure connections to any Lua applications or scripts. ,"ssl,communication"
MagicalRecord,2.3,MIT,https://github.com/magicalpanda/MagicalRecord ,MagicalRecord was inspired by the ease of Ruby on Rails' Active Record fetching. The goals of this code are: Clean up my Core Data related code Allow for clear  simple  one-line fetches Still allow the modification of the NSFetchRequest when request optimizations are needed,"database,orm"
mapdb,0.9.10,Apache v2,www.mapdb.org ,MapDB is an embedded database engine for Java,"java,database"
mapdb,1.0.7,Apache v2,https://github.com/jankotek/mapdb/releases/tag/mapdb-1.0.7,MapDB provides concurrent Maps  Sets and Queues backed by disk storage or off-heap memory. ,"java,database"
mapstructure,281073e,MIT,https://github.com/mitchellh/mapstructure/archive/281073eb9eb092240d33ef253c404f1cca550309.tar.gz,Go library for decoding generic map values into native Go structures.,map
markdown4j,2.2-cj-1.0,BSD,https://github.com/jdcasey/markdown4j/archive/markdown4j-2.2-cj-1.0.zip,markdown4j is an open-source java extensible markdown processor. It is a fork of the famous .,java
material design library,1.3,Apache v2,https://github.com/navasmdc/MaterialDesignLibrary,Library containing design components,android
matplotlib,1.5.0,Python,https://pypi.python.org/pypi/matplotlib,matplotlib strives to produce publication quality 2D graphics,"python,machine-learning,data-analysis,chart"
Maven,3.2.5,Apache v2,https://github.com/apache/maven/releases,Apache Maven is a software project management and comprehension tool. Based on the concept of a project object model (POM) Maven can manage a project's build  reporting and documentation from a central piece of information,"pom,package-manager"
Maven-compiler-plugin,3.5.1,Apache v2,https://repo1.maven.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.5.1/,The Compiler Plugin is used to compile the sources of your project. Since 3.0  the default compiler is javax.tools.JavaCompiler (if you are using java 1.6) and is used to compile Java sources.,javac
MaximoRestClient,1,Apache v2,https://github.com/zhengy90/maximorestclient,The Maximo REST client library provides a set of driver API's which can be consumed by an JAVA based web component that would like to interface with a Maximo instance. ,"rest,client,library"
MBtiles,0.8.2,BSD-equivalent,https://github.com/mapbox/node-mbtiles,mbtiles renderer and storage backend for tilelive ,storage
memberlist,28424fb,MPL v2.0,https://github.com/hashicorp/memberlist/archive/28424fb38c7c3e30f366b72b1a55f690d318d8f3.tar.gz,Golang package for gossip based membership and failure detection,cluster
merge,1.2.0,MIT,https://github.com/yeikos/js.merge,Merge multiple objects into one  optionally creating a new cloned object.,"npm,jquery"
Metadata Extractor,2.8.0,Apache v2,https://www.drewnoakes.com/code/exif/ and through Maven http://central.maven.org/maven2/com/drewnoakes/metadata-extractor/2.8.0/metadata-extractor-2.8.0.jar,This code extracts metadata from image being uploaded to a repository.,metadata
method-override,2.3.3,MIT,https://github.com/expressjs/method-override,Lets you use HTTP verbs such as PUT or DELETE in places where the client doesn't support it.,"http,client"
Methods,1.0.1 67803,MIT,https://github.com/jshttp/methods,HTTP verbs that node core's parser supports. ,http
metrics-jdbi,3.2.5,Apache v2,https://mvnrepository.com/artifact/io.dropwizard.metrics/metrics-jdbi/3.2.5,The metrics-jdbi module provides a TimingCollector implementation for JDBI  an SQL convenience library.,jdbi
Microsoft Entity Framework,6.1.3,Apache v2,https://msdn.microsoft.com/en-US/data/ef,Entity Framework is Microsoft  recommended data access technology for new applications,dotnet
milton-api,2.6.4,Apache v2,http://milton.io/maven/io/milton/milton-api/2.6.4.0/milton-api-2.6.4.0-sources.jar,Java Webdav Server Library,"java,web-app"
milton-mail-api,2.6.4.0,Apache v2,http://milton.io/maven/io/milton/milton-mail-api/2.6.4.0/milton-mail-api-2.6.4.0-sources.jar,interfaces for milton's mail server support,mail
milton-mail-server,2.6.4.0,Apache v2,http://milton.io/maven/io/milton/milton-mail-server/2.6.4.0/milton-mail-server-2.6.4.0-sources.jar,runtime for milton's email server,mail
milton-server-ce,2.6.4,Apache v2,http://milton.io/maven/io/milton/milton-server-ce/2.6.4.0/milton-server-ce-2.6.4.0-sources.jar,protocol handlers for community edition. Needed at runtime but not normally for compiling your project,communication
minimal-json,0.9.4,MIT,https://github.com/ralfstx/minimal-json,A fast and small JSON parser and writer for Java ,json
Moment,2.10.3,MIT,http://momentjs.com ,Parse  validate  manipulate  and display dates in javascript ,"date,date-time"
moment-duration-format,1.3.0,MIT,https://github.com/jsmreese/moment-duration-format,The duration.fn.format method can format any moment duration. If no template or other arguments are provided  the default template function will generate a template string based on the duration's value. The duration format method may be called with three optional arguments  and returns a formatted string.,"date,date-time"
moment-jdateformatparser,1.0.0,MIT,https://github.com/MadMG/moment-jdateformatparser,Addition for UX framework to support formatting date and date time components.  A Javascript library that translates the java.text.SimpleDateFormat to the moment.js date format.,"date,date-time"
moment.parseFormat,1.0.1,MIT,https://github.com/gr2m/moment.parseFormat/releases/tag/v1.0.1,A moment.js plugin to extract the format of a date/time string,"date,date-time"
moment-range,1.0.9,Public Domain,http://gf3.github.io/moment-range/ ,Fancy date ranges for Moment.js ,"date,date-time"
moment-range,2.1.0,Public Domain,https://www.npmjs.com/package/moment-range,Fancy date ranges for Moment.js,"date,date-time"
MongoDB,3.2.1,AGPL,https://www.mongodb.org/downloads#production,Database server.,database
MongoDB C Driver,1.0.2,Apache v2,https://github.com/mongodb/mongo-c-driver/tree/1.0.2,mongo-c-driver is a client library written in C for MongoDB. ,"database,connector"
MongoDB C++ Driver,Legacy-1.1.0,Apache v2 + AGPL,https://github.com/mongodb/mongo-cxx-driver/releases/tag/legacy-1.1.0,The Sametime community server uses the mongoDB C++ driver to send chat transcripts to mongoDB server.,"database,connector"
MongoDB Java Driver,3.0.1,Apache/CC,https://github.com/mongodb/mongo-java-driver/releases/tag/r3.0.1,The official MongoDB Java Driver providing both synchronous and asynchronous interaction with MongoDB. Powering the drivers is a new driver core and BSON library.,"database,connector"
MongoDB NodeJS Driver,2.1.2,Apache v2,https://github.com/mongodb/node-mongodb-native,The Sametime Chat Archiving server uses the driver for retrieving data from mongoDB,"database,connector"
Morfologik,2.0.1 (subset),BSD,https://github.com/morfologik/morfologik-stemming/releases/download/2.0.1/morfologik-tools-2.0.1-package.zip,Tools for finite state automata construction and dictionary-based morphological dictionaries. Includes Polish stemming dictionary. ,dictionary
morgan (node),1.6.0,MIT,https://github.com/expressjs/morgan,HTTP request logger middleware for node.js ,"http,node,logging"
Mplleaflet,0.0.5,BSD-equivalent,https://pypi.python.org/pypi/mplleaflet/0.0.5,Convert Matplotlib plots into Leaflet web maps,"python,chart"
mqtt.javascript,1.0.0,EPL,http://git.eclipse.org/c/paho/org.eclipse.paho.mqtt.javascript.git/about/,The Paho project has been created to provide scalable open-source implementations of open and standard messaging protocols aimed at new  existing  and emerging applications for Machine-to-Machine (M2M) and Internet of Things (IoT). Paho reflects the inherent physical and cost constraints of device connectivity. Its objectives include effective levels of decoupling between devices and applications  designed to keep markets open and encourage the rapid growth of scalable Web and Enterprise middleware and applications. Paho is being kicked off with MQTT publish/subscribe client implementations for use on embedded platforms  along with corresponding server support as determined by the community. ,"js,iot"
MQTT.js,1.6,MIT,https://www.npmjs.com/package/mqtt,MQTT.js is a client library for the MQTT protocol  written in JavaScript for node.js and the browser.,"js,node,browser"
mtj,0.9.14,LGPL v2.1,http://code.google.com/p/matrix-toolkits-java/,libmtj-java: Java library for developing numerical applications,"java,numeric"
Mule ESB,3.6.1,Unique,http://www.mulesoft.org/download-mule-esb-community-edition,Mule ESB is a lightweight Java-based enterprise service bus (ESB) and integration platform that allows developers to connect applications together quickly and easily  enabling them to exchange data. Mule ESB enables easy integration of existing systems  regardless of the different technologies that the applications use  including JMS  Web Services  JDBC  HTTP  and more.,java
munch,2.3.2,MIT,https://pypi.org/project/munch/,Munch is a dictionary that supports attribute-style access  a la JavaScript.,"js,dictionary"
mustache.js,2.2.1,MIT,https://github.com/janl/mustache.js,Javascript templating,js
MVVM Light Toolkit,5.2,MIT,https://mvvmlight.codeplex.com/releases/view/617098,The main purpose of the toolkit is to accelerate the creation and development of MVVM applications in WPF  Silverlight  Windows Store  Windows Phone and Xamarin ,"windows,framework"
MyBatis Spring,1.0.1,Apache v2,https://github.com/mybatis/spring/releases/tag/mybatis-spring-1.0.1,MyBatis-Spring integrates MyBatis seamlessly with Spring. This library allows MyBatis to participate in Spring transactions  takes care of building MyBatis mappers and SqlSessions and inject them into other beans  translates MyBatis exceptions into Spring DataAccessExceptions  and finally  it lets you build your application code free of dependencies on MyBatis  Spring or MyBatis-Spring. ,"sql,spring"
MySQL,5.5.43,GPL v2,http://www.mysql.com/downloads/,We are using PowerDNS for our dedicated public offering running on SoftLayer. PowerDNS (& MySQL as a backend) are provided and licensed by Softlayer and IBM Connections Cloud purchases the server(s) and installs the stack on top of the server provisioned by the SoftLayer infrastructure.  At this time  PowerDNS is the only DNS offering from SoftLayer that will scale to the size required by the IBM Connections Cloud SaaS offering.,"database,sql"
My-sql connector,5.1.35,GPL v2,https://repo1.maven.org/maven2/com/facebook/presto/. This is a dependency of Presto,This is a dependency of Presto 0.111. We do not modify or dynamically link to this package. This is embedded in presto and is not directly used by IBM proprietary code. MySQL is a JDBC Type 4 driver.,"connector, sql"
Netflix-statistics,0.1.1,Apache v2,http://mvnrepository.com/artifact/com.netflix.netflix-commons/netflix-statistics/0.1.1,contains a number of classes that produce statistics about on-the-fly accumulated data for server performance  the statistics are used by ribbon to load balance in a server pool,"networking,stats"
net-rpc-msgpackrpc,d31f7b9,MIT,https://github.com/hashicorp/net-rpc-msgpackrpc/archive/d31f7b9b28c8ef10c18c409dc252b2036aa52506.tar.gz,Library for creating Go RPC client/server.,client
netty-http-pipelining,1.1.4,Apache v2,https://github.com/typesafehub/netty-http-pipelining,This library provides a handler and some new message types that enable http pipelining in Netty ,networking
newrelic,2.2.0,Unique,https://github.com/newrelic/node-newrelic/releases,New Relic is a web application performance service designed to work in a real time with your live web app,monitoring
newrelic-native-metrics,2.1.1,Unique,https://github.com/newrelic/node-native-metrics/releases,New Relic is a web application performance service designed to work in a real time with your live web app,monitoring
newrelic-nodejs,1.19.2,MIT,https://docs.newrelic.com/docs/release-notes/agent-release-notes/nodejs-release-notes/nodejs-agent-1192,Use of new relic for statistics and monitoring.,"monitoring,logging"
New Relic Python,2.66.0.49,Unique,https://docs.newrelic.com/docs/agents/python-agent,New Relic is a web application performance service designed to work in a real time with your live web app,monitoring
Newtonsoft.Json,4.5.1,MIT & LGPL v2.1,https://github.com/JamesNK/Newtonsoft.Json/tree/4.5.1,Newtonsoft JSON serialization library to serialize JSON data,json
Newtonsoft.Json,7.0.1,MIT,https://github.com/JamesNK/Newtonsoft.Json/releases,Json.NET is a popular high-performance JSON framework for .NET ,json
ngReact,0.1.7,MIT,https://github.com/ngReact/ngReact/tree/0.1.7,Angular utility for React components ,ui
ngtoast,1.5.5,MIT,https://github.com/tameraydin/ngToast/archive/1.5.5.zip,Angular provider for toast notifications ,"notification,ui"
nodejs-cloudant,1.4.1,Apache v2,https://github.com/cloudant/nodejs-cloudant,Cloudant Node.js client library ,"client,node"
node-redis,0.12.1,MIT,https://github.com/mranney/node_redis,redis client for node ,"node,redis"
nscala-time_2.10,1.6.0,Apache v2,http://central.maven.org/maven2/com/github/nscala-time/nscala-time_2.10/1.6.0/nscala-time_2.10-1.6.0.jar,A new Scala wrapper for Joda Time based on scala-time http://bit.ly/nscala-time ,"chronology,scala"
nsenter,2.25.226-42f0,GPL v2, https://github.com/Dreyer/nsenter/archive/2.25.226-42f0.tar.gz,It is a small tool allowing to enter into namespaces. Technically  it can enter existing namespaces  or spawn a process into a new set of namespaces. What are those namespaces you're blabbering about? We are talking about container namespaces.,docker
NSSM,2.24,Public Domain,https://nssm.cc/download,It will used to create windows services for OpenPages Search and OpenPages Framework Model Generator.,"windows, framework"
NumPy,1.17.3,BSD,https://numpy.org/,"NumPy is a library for the Python programming language, adding support for large, multi-dimensional arrays and matrices, along with a large collection of high-level mathematical functions to operate on these arrays. ","machine-learning,data-science,numerical-analysis,python"
oauthconsumer,1,MIT,https://github.com/jdg/oauthconsumer,This is an iPhone ready version of: http://oauth.googlecode.com/svn/code/obj-c/OAuthConsumer/,"authentication,ios"
object-hash,0.8.0,MIT,https://github.com/puleos/object-hash,Generate hashes from javascript objects in node and the browser. ,"js,node"
objenesis,1.4,Apache v2,https://github.com/easymock/objenesis/releases,Objenesis is a small Java library that serves one purpose,java
officegen,0.2.9,MIT,https://github.com/Ziv-Barber/officegen,This module can generate Office Open XML files for Microsoft Office 2007 and later. This module is not depend on any framework so you can use it for any kind of node.js application  even not web based. Also the output is a stream and not a file  not dependent on any output tool. This module should work on any environment that supports Node.js 0.10 including Linux  OSX and Windows.,xml
OmniORB,4.2.0,LGPL v2,http://www.omniorb-support.com/ package obtained from EPEL https://dl.fedoraproject.org/pub/epel/7/x86_64/o/omniORB-4.2.0-3.el7.x86_64.rpm,omniORB is a robust high performance CORBA ORB for C++ and Python ,performance
OpenBLAS,0.2.15,BSD,Github repository: https://github.com/xianyi/OpenBLAS,OpenBLAS provides optimised implementations of the BLAS library functions for vector and matrix operations.,machine-learning 
OpenCSV,3.4,Apache v2,http://opencsv.sourceforge.net/,Opencsv is a very simple csv (comma-separated values) parser library for Java. It was developed because all of current csv parsers I've come across don't have commercial-friendly licenses.,"java,csv"
OpenJDK,1.8.0.45-28.b13.el6_6.x86_64,GPL v2,https://ftp3.linux.ibm.com/dl.php?file=/redhat/release_cds/RHEL-LE-7.1-GA/Server/source/tree/Packages/java-1.8.0-openjdk-1.8.0.31-2.b13.ael7b.src.rpm,This is an open-source implementation of the Java Platform  Standard Edition  and related projects. ,"java,jdk"
Open-JSON,1.8,Apache v2,https://github.com/tdunning/open-json/tree/json-1.8,OPENJSON is a table-valued function that parses JSON text and returns objects and properties from the JSON input as rows and columns,json
OpenNLP-tools,1.8.3,Apache v2,https://github.com/apache/opennlp/tree/opennlp-1.8.3,The Apache OpenNLP library is a machine learning based toolkit for the processing of natural language text.,"nlp,machine-learning"
Open Sans Fonts,1.1,Apache v2,http://www.opensans.com/,Open Sans is a clean and modern sans-serif typeface designed by Steve Matteson and commissioned by Google. It is especially designed for legibility across print  web  and mobile interfaces.  Open Sans is a clean and modern sans-serif typeface designed by Steve Matteson and commissioned by Google. It is especially designed for legibility across print  web  and mobile interfaces.  ,fonts
OSSEC,2.8.3,GPL v2,http://ossec.github.io/index.html,OSSEC is an Open Source Host-based Intrusion Detection System. It performs log analysis  integrity checking  Windows registry monitoring  rootkit detection  real-time alerting and active response. ,"security,monitoring"
ostermiller java utilities,1.07.00,GPL v2,https://ostermiller.org/ ,Java utilities maintained by Stephen Ostermiller with help from many contributors.,"java,utility"
otlv4,4.0.322,MIT-equivalent, http://otl.sourceforge.net,augmented clone of OTL Oracle/SQL Server/DB2/... Database I/O Template Library,database
Otto,1.3.7,Apache v2,https://github.com/square/otto,Otto is an event bus designed to decouple different parts of your application while still allowing them to communicate efficiently. ,"communication, serialization"
